row_type,check_type,case_id,test_type,purpose,suburb,state,postcode,tailgate,rank,expected_carrier,actual_carrier,carrier_status,expected_service,actual_service,service_status,expected_estimate_ex_gst,actual_estimate_ex_gst,difference,estimate_status,expected_total_weight_kg,actual_total_weight_kg,weight_status,expected_total_cubic_m3,actual_total_cubic_m3,cubic_status,actual_rating_cubic_m3,pallet_cubic_adjustment_m3,overall_status,validation_status,source_page,notes
rank_output,rank_output,RANDOM_008,random_excel_live,Random case generated from current Django database for Excel live validation.,DOOKIE COLLEGE,VIC,3647,NO,1,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,4265.24,4265.25,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,RANDOM_009,random_excel_live,Random case generated from current Django database for Excel live validation.,CAPE RAOUL,TAS,7184,NO,1,TEAMTAS,TEAMTAS,OK,GENERAL,GENERAL,OK,1337.32,1337.32,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,RANDOM_010,random_excel_live,Random case generated from current Django database for Excel live validation.,NYMBOIDA,NSW,2460,YES,1,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,2327.40,2327.40,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,RANDOM_011,random_excel_live,Random case generated from current Django database for Excel live validation.,DARRAWEIT GUIM,VIC,3756,NO,1,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,1208.54,1208.55,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,RANDOM_013,random_excel_live,Random case generated from current Django database for Excel live validation.,BO PEEP,VIC,3351,YES,1,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,1178.20,1178.21,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,RANDOM_014,random_excel_live,Random case generated from current Django database for Excel live validation.,COLEBEE,NSW,2761,NO,1,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,348.80,348.81,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,RANDOM_014,random_excel_live,Random case generated from current Django database for Excel live validation.,COLEBEE,NSW,2761,NO,2,KTI,KTI,OK,GENERAL,GENERAL,OK,410.57,410.58,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,RANDOM_014,random_excel_live,Random case generated from current Django database for Excel live validation.,COLEBEE,NSW,2761,NO,3,TFMX,TFMX,OK,ROAD,ROAD,OK,458.85,458.86,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,RANDOM_015,random_excel_live,Random case generated from current Django database for Excel live validation.,TAMES,VIC,3666,NO,1,TFMX,TFMX,OK,ROAD,ROAD,OK,274.84,274.84,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
component_totals,component_totals,RANDOM_001,random_excel_live,Random case generated from current Django database for Excel live validation.,COLAC WEST,VIC,3250,YES,,,TEAMEX,,,ROAD,,,1037.68,,,2497.5,2497.5000,OK,1.696,1.696000,OK,1.756000,0.06,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_002,random_excel_live,Random case generated from current Django database for Excel live validation.,WATTLE FLAT,NSW,2795,YES,,,TEAMEX,,,ROAD,,,2031.21,,,4747.5,4747.5000,OK,2.492,2.492000,OK,2.552000,0.06,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_003,random_excel_live,Random case generated from current Django database for Excel live validation.,HAMPTON PARK,VIC,3976,NO,,,KTI,,,GENERAL,,,427.67,,,3204,3204.0000,OK,3.207,3.207000,OK,3.327000,0.12,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_004,random_excel_live,Random case generated from current Django database for Excel live validation.,NORTH TURRAMURRA,NSW,2074,YES,,,TEAMEX,,,ROAD,,,1529.63,,,4934,4934.0000,OK,2.901,2.901000,OK,3.021000,0.12,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_005,random_excel_live,Random case generated from current Django database for Excel live validation.,MONAK,NSW,2738,YES,,,TEAMEX,,,ROAD,,,3443.57,,,4530,4530.0000,OK,3.3419999999999996,3.342000,OK,3.422000,0.08,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_006,random_excel_live,Random case generated from current Django database for Excel live validation.,GIFFORD HILL,SA,5253,YES,,,COCHRN,,,ROAD,,,758.06,,,4275,4275.0000,OK,3.958,3.958000,OK,4.078000,0.12,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_007,random_excel_live,Random case generated from current Django database for Excel live validation.,WATCHEM,VIC,3482,NO,,,TEAMEX,,,ROAD,,,501.51,,,832.5,832.5000,OK,1.696,1.696000,OK,1.716000,0.02,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_008,random_excel_live,Random case generated from current Django database for Excel live validation.,DOOKIE COLLEGE,VIC,3647,NO,,,TEAMEX,,,ROAD,,,4265.25,,,13131.5,13131.5000,OK,20.898,20.898000,OK,21.038000,0.14,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_009,random_excel_live,Random case generated from current Django database for Excel live validation.,CAPE RAOUL,TAS,7184,NO,,,TEAMTAS,,,GENERAL,,,1337.32,,,5955.5,5955.5000,OK,4.361,4.361000,OK,4.501000,0.14,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_010,random_excel_live,Random case generated from current Django database for Excel live validation.,NYMBOIDA,NSW,2460,YES,,,TEAMEX,,,ROAD,,,2327.40,,,3071,3071.0000,OK,4.917999999999999,4.918000,OK,4.998000,0.08,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_011,random_excel_live,Random case generated from current Django database for Excel live validation.,DARRAWEIT GUIM,VIC,3756,NO,,,TEAMEX,,,ROAD,,,1208.55,,,4837.5,4837.5000,OK,7.879,7.879000,OK,7.979000,0.10,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_012,random_excel_live,Random case generated from current Django database for Excel live validation.,DAUAN ISLAND,QLD,4875,NO,,,,,,,,,0.00,,,312,312.0000,OK,0.205,0.205000,OK,,,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_013,random_excel_live,Random case generated from current Django database for Excel live validation.,BO PEEP,VIC,3351,YES,,,TEAMEX,,,ROAD,,,1178.21,,,2765,2765.0000,OK,4.915,4.915000,OK,4.955000,0.04,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_014,random_excel_live,Random case generated from current Django database for Excel live validation.,COLEBEE,NSW,2761,NO,,,TEAMEX,,,ROAD,,,348.81,,,732.5,732.5000,OK,2.536,2.536000,OK,2.556000,0.02,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,RANDOM_015,random_excel_live,Random case generated from current Django database for Excel live validation.,TAMES,VIC,3666,NO,,,TFMX,,,ROAD,,,274.84,,,169.5,169.5000,OK,0.049,0.049000,OK,0.109000,0.06,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
